央视频道,#genre#
深圳卫视,http://114.55.117.163:8081/iptv/itv.php?id=深圳卫视50FPS.m3u8&sign=1thrd3
深圳卫视,http://114.55.117.163:8081/iptv/itv.php?id=深圳卫视HEVC.m3u8&sign=1thrd3
四川卫视,http://114.55.117.163:8081/iptv/itv.php?id=四川卫视.m3u8&sign=1thrd3
天津卫视,http://114.55.117.163:8081/iptv/itv.php?id=天津卫视.m3u8&sign=1thrd3
天津卫视,http://114.55.117.163:8081/iptv/itv.php?id=天津卫视50FPS.m3u8&sign=1thrd3
天津卫视,http://114.55.117.163:8081/iptv/itv.php?id=天津卫视HEVC.m3u8&sign=1thrd3
云南卫视,http://114.55.117.163:8081/iptv/itv.php?id=云南卫视.m3u8&sign=1thrd3
浙江卫视,http://114.55.117.163:8081/iptv/itv.php?id=浙江卫视50FPS.m3u8&sign=1thrd3
浙江卫视,http://114.55.117.163:8081/iptv/itv.php?id=浙江卫视.m3u8&sign=1thrd3
浙江卫视,http://114.55.117.163:8081/iptv/itv.php?id=浙江卫视HEVC.m3u8&sign=1thrd3
重庆卫视,http://114.55.117.163:8081/iptv/itv.php?id=重庆卫视.m3u8&sign=1thrd3
重庆卫视,http://114.55.117.163:8081/iptv/itv.php?id=重庆卫视HEVC.m3u8&sign=1thrd3

地方频道,#genre#
北京纪实科教,http://114.55.117.163:8081/iptv/itv.php?id=北京纪实科教.m3u8&sign=1thrd3
北京纪实科教,http://114.55.117.163:8081/iptv/itv.php?id=北京纪实科教HEVC.m3u8&sign=1thrd3
北京卡酷少儿,http://114.55.117.163:8081/iptv/itv.php?id=北京卡酷少儿.m3u8&sign=1thrd3
湖南金鹰纪实,http://114.55.117.163:8081/iptv/itv.php?id=湖南金鹰纪实.m3u8&sign=1thrd3
湖南快乐垂钓,http://114.55.117.163:8081/iptv/itv.php?id=湖南快乐垂钓.m3u8&sign=1thrd3
湖南茶频道,http://114.55.117.163:8081/iptv/itv.php?id=湖南茶频道.m3u8&sign=1thrd3
上海ICS外语,http://114.55.117.163:8081/iptv/itv.php?id=上海ICS外语.m3u8&sign=1thrd3
上海第一财经,http://114.55.117.163:8081/iptv/itv.php?id=上海第一财经.m3u8&sign=1thrd3
上海东方财经,http://114.55.117.163:8081/iptv/itv.php?id=上海东方财经.m3u8&sign=1thrd3
上海东方影视,http://114.55.117.163:8081/iptv/itv.php?id=上海东方影视.m3u8&sign=1thrd3
上海都市,http://114.55.117.163:8081/iptv/itv.php?id=上海都市.m3u8&sign=1thrd3
上海法治天地,http://114.55.117.163:8081/iptv/itv.php?id=上海法治天地.m3u8&sign=1thrd3
上海哈哈炫动,http://114.55.117.163:8081/iptv/itv.php?id=上海哈哈炫动.m3u8&sign=1thrd3
上海纪实人文,http://114.55.117.163:8081/iptv/itv.php?id=上海纪实人文50FPS.m3u8&sign=1thrd3
上海纪实人文,http://114.55.117.163:8081/iptv/itv.php?id=上海纪实人文HEVC.m3u8&sign=1thrd3
上海五星体育,http://114.55.117.163:8081/iptv/itv.php?id=上海五星体育.m3u8&sign=1thrd3
上海新闻综合,http://114.55.117.163:8081/iptv/itv.php?id=上海新闻综合.m3u8&sign=1thrd3

港澳频道,#genre#
凤凰中文,http://58.144.154.93/qctv.fengshows.cn/live/0701pcc72.m3u8?sign=1thrd3
凤凰资讯,http://58.144.154.93/qctv.fengshows.cn/live/0701pin72.m3u8?sign=1thrd3
凤凰香港,http://58.144.154.93/qctv.fengshows.cn/live/0701phk72.m3u8?sign=1thrd3

NiTV频道,#genre#
NewTV精品综合,http://114.55.117.163:8081/iptv/itv.php?id=NewTV精品综合.m3u8&sign=1thrd3
NewTV精品大剧,http://114.55.117.163:8081/iptv/itv.php?id=NewTV精品大剧.m3u8&sign=1thrd3
NewTV精品纪录,http://114.55.117.163:8081/iptv/itv.php?id=NewTV精品纪录.m3u8&sign=1thrd3
NewTV精品体育,http://114.55.117.163:8081/iptv/itv.php?id=NewTV精品体育.m3u8&sign=1thrd3
NewTV精品萌宠,http://114.55.117.163:8081/iptv/itv.php?id=NewTV精品萌宠.m3u8&sign=1thrd3
NewTV爱情喜剧,http://114.55.117.163:8081/iptv/itv.php?id=NewTV爱情喜剧.m3u8&sign=1thrd3
NewTV超级电视剧,http://114.55.117.163:8081/iptv/itv.php?id=NewTV超级电视剧.m3u8&sign=1thrd3
NewTV超级电影,http://114.55.117.163:8081/iptv/itv.php?id=NewTV超级电影.m3u8&sign=1thrd3
NewTV超级体育,http://114.55.117.163:8081/iptv/itv.php?id=NewTV超级体育.m3u8&sign=1thrd3
NewTV超级综艺,http://114.55.117.163:8081/iptv/itv.php?id=NewTV超级综艺.m3u8&sign=1thrd3
NewTV潮妈辣婆,http://114.55.117.163:8081/iptv/itv.php?id=NewTV潮妈辣婆.m3u8&sign=1thrd3
NewTV东北热剧,http://114.55.117.163:8081/iptv/itv.php?id=NewTV东北热剧.m3u8&sign=1thrd3
NewTV动作电影,http://114.55.117.163:8081/iptv/itv.php?id=NewTV动作电影.m3u8&sign=1thrd3
NewTV古装剧场,http://114.55.117.163:8081/iptv/itv.php?id=NewTV古装剧场.m3u8&sign=1thrd3
NewTV欢乐剧场,http://114.55.117.163:8081/iptv/itv.php?id=NewTV欢乐剧场.m3u8&sign=1thrd3
NewTV家庭剧场,http://114.55.117.163:8081/iptv/itv.php?id=NewTV家庭剧场.m3u8&sign=1thrd3
NewTV金牌综艺,http://114.55.117.163:8081/iptv/itv.php?id=NewTV金牌综艺.m3u8&sign=1thrd3
NewTV惊悚悬疑,http://114.55.117.163:8081/iptv/itv.php?id=NewTV惊悚悬疑.m3u8&sign=1thrd3
NewTV军旅剧场,http://114.55.117.163:8081/iptv/itv.php?id=NewTV军旅剧场.m3u8&sign=1thrd3
NewTV军事评论,http://114.55.117.163:8081/iptv/itv.php?id=NewTV军事评论.m3u8&sign=1thrd3
NewTV魅力潇湘,http://114.55.117.163:8081/iptv/itv.php?id=NewTV魅力潇湘.m3u8&sign=1thrd3
NewTV明星大片,http://114.55.117.163:8081/iptv/itv.php?id=NewTV明星大片.m3u8&sign=1thrd3
NewTV农业致富,http://114.55.117.163:8081/iptv/itv.php?id=NewTV农业致富.m3u8&sign=1thrd3
NewTV武博世界,http://114.55.117.163:8081/iptv/itv.php?id=NewTV武博世界.m3u8&sign=1thrd3
